,date_time,irradiance,generated_energy,city,metry_meter_id
0,2019-05-01 00:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
1,2019-05-01 01:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
2,2019-05-01 02:00:00+00:00,0.0,0.04,uppsala,58e03e539a4fa5005b337f91
3,2019-05-01 03:00:00+00:00,0.0,1.58,uppsala,58e03e539a4fa5005b337f91
4,2019-05-01 04:00:00+00:00,0.0,4.37,uppsala,58e03e539a4fa5005b337f91
5,2019-05-01 05:00:00+00:00,21.0,5.17,uppsala,58e03e539a4fa5005b337f91
6,2019-05-01 06:00:00+00:00,0.4,2.78,uppsala,58e03e539a4fa5005b337f91
7,2019-05-01 07:00:00+00:00,82.5,9.93,uppsala,58e03e539a4fa5005b337f91
8,2019-05-01 08:00:00+00:00,23.5,13.57,uppsala,58e03e539a4fa5005b337f91
9,2019-05-01 09:00:00+00:00,27.6,39.02,uppsala,58e03e539a4fa5005b337f91
10,2019-05-01 10:00:00+00:00,7.1,21.17,uppsala,58e03e539a4fa5005b337f91
11,2019-05-01 11:00:00+00:00,7.4,10.76,uppsala,58e03e539a4fa5005b337f91
12,2019-05-01 12:00:00+00:00,25.9,3.79,uppsala,58e03e539a4fa5005b337f91
13,2019-05-01 13:00:00+00:00,6.8,5.2,uppsala,58e03e539a4fa5005b337f91
14,2019-05-01 14:00:00+00:00,5.4,10.26,uppsala,58e03e539a4fa5005b337f91
15,2019-05-01 15:00:00+00:00,50.6,5.92,uppsala,58e03e539a4fa5005b337f91
16,2019-05-01 16:00:00+00:00,2.5,2.63,uppsala,58e03e539a4fa5005b337f91
17,2019-05-01 17:00:00+00:00,0.0,1.6,uppsala,58e03e539a4fa5005b337f91
18,2019-05-01 18:00:00+00:00,0.6000000000000001,0.38,uppsala,58e03e539a4fa5005b337f91
19,2019-05-01 19:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
20,2019-05-01 20:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
21,2019-05-01 21:00:00+00:00,0.0,0.03,uppsala,58e03e539a4fa5005b337f91
22,2019-05-01 22:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
23,2019-05-01 23:00:00+00:00,0.0,0.03,uppsala,58e03e539a4fa5005b337f91
24,2019-05-02 00:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
25,2019-05-02 01:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
26,2019-05-02 02:00:00+00:00,0.0,0.03,uppsala,58e03e539a4fa5005b337f91
27,2019-05-02 03:00:00+00:00,0.0,0.2,uppsala,58e03e539a4fa5005b337f91
28,2019-05-02 04:00:00+00:00,0.0,1.24,uppsala,58e03e539a4fa5005b337f91
29,2019-05-02 05:00:00+00:00,20.1,2.28,uppsala,58e03e539a4fa5005b337f91
30,2019-05-02 06:00:00+00:00,38.1,3.82,uppsala,58e03e539a4fa5005b337f91
31,2019-05-02 07:00:00+00:00,13.7,9.98,uppsala,58e03e539a4fa5005b337f91
32,2019-05-02 08:00:00+00:00,21.3,9.81,uppsala,58e03e539a4fa5005b337f91
33,2019-05-02 09:00:00+00:00,34.2,24.0,uppsala,58e03e539a4fa5005b337f91
34,2019-05-02 10:00:00+00:00,17.6,15.38,uppsala,58e03e539a4fa5005b337f91
35,2019-05-02 11:00:00+00:00,31.2,12.65,uppsala,58e03e539a4fa5005b337f91
36,2019-05-02 12:00:00+00:00,16.9,12.62,uppsala,58e03e539a4fa5005b337f91
37,2019-05-02 13:00:00+00:00,79.2,8.48,uppsala,58e03e539a4fa5005b337f91
38,2019-05-02 14:00:00+00:00,66.9,5.65,uppsala,58e03e539a4fa5005b337f91
39,2019-05-02 15:00:00+00:00,8.1,4.53,uppsala,58e03e539a4fa5005b337f91
40,2019-05-02 16:00:00+00:00,3.6,2.65,uppsala,58e03e539a4fa5005b337f91
41,2019-05-02 17:00:00+00:00,12.1,1.06,uppsala,58e03e539a4fa5005b337f91
42,2019-05-02 18:00:00+00:00,0.0,0.12,uppsala,58e03e539a4fa5005b337f91
43,2019-05-02 19:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
44,2019-05-02 20:00:00+00:00,0.0,0.03,uppsala,58e03e539a4fa5005b337f91
45,2019-05-02 21:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
46,2019-05-02 22:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
47,2019-05-02 23:00:00+00:00,0.0,0.03,uppsala,58e03e539a4fa5005b337f91
48,2019-05-03 00:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
49,2019-05-03 01:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
50,2019-05-03 02:00:00+00:00,0.0,0.03,uppsala,58e03e539a4fa5005b337f91
51,2019-05-03 03:00:00+00:00,0.0,0.59,uppsala,58e03e539a4fa5005b337f91
52,2019-05-03 04:00:00+00:00,9.1,3.04,uppsala,58e03e539a4fa5005b337f91
53,2019-05-03 05:00:00+00:00,3.6,10.99,uppsala,58e03e539a4fa5005b337f91
54,2019-05-03 06:00:00+00:00,349.6,21.73,uppsala,58e03e539a4fa5005b337f91
55,2019-05-03 07:00:00+00:00,219.8,29.87,uppsala,58e03e539a4fa5005b337f91
56,2019-05-03 08:00:00+00:00,378.7,23.23,uppsala,58e03e539a4fa5005b337f91
57,2019-05-03 09:00:00+00:00,419.1,18.16,uppsala,58e03e539a4fa5005b337f91
58,2019-05-03 10:00:00+00:00,29.9,20.54,uppsala,58e03e539a4fa5005b337f91
59,2019-05-03 11:00:00+00:00,26.3,27.56,uppsala,58e03e539a4fa5005b337f91
60,2019-05-03 12:00:00+00:00,160.7,30.32,uppsala,58e03e539a4fa5005b337f91
61,2019-05-03 13:00:00+00:00,12.5,12.78,uppsala,58e03e539a4fa5005b337f91
62,2019-05-03 14:00:00+00:00,899.3,23.62,uppsala,58e03e539a4fa5005b337f91
63,2019-05-03 15:00:00+00:00,591.4,6.37,uppsala,58e03e539a4fa5005b337f91
64,2019-05-03 16:00:00+00:00,376.7,6.15,uppsala,58e03e539a4fa5005b337f91
65,2019-05-03 17:00:00+00:00,18.7,1.33,uppsala,58e03e539a4fa5005b337f91
66,2019-05-03 18:00:00+00:00,0.0,0.03,uppsala,58e03e539a4fa5005b337f91
67,2019-05-03 19:00:00+00:00,0.0,0.03,uppsala,58e03e539a4fa5005b337f91
68,2019-05-03 20:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
69,2019-05-03 21:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
70,2019-05-03 22:00:00+00:00,0.0,0.03,uppsala,58e03e539a4fa5005b337f91
71,2019-05-03 23:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
72,2019-05-04 00:00:00+00:00,0.0,0.02,uppsala,58e03e539a4fa5005b337f91
73,2019-05-04 01:00:00+00:00,0.0,0.03,uppsala,58e03e539a4fa5005b337f91
74,2019-05-04 02:00:00+00:00,0.0,0.04,uppsala,58e03e539a4fa5005b337f91
75,2019-05-04 03:00:00+00:00,13.6,1.5,uppsala,58e03e539a4fa5005b337f91
